product,proc_time,customer_id
blouses,15SEP15:15:41:51,847
pajamas,15SEP15:15:41:51,444
blouses,15SEP15:15:41:51,729
umbrellas,15SEP15:15:41:51,83
blouses,15SEP15:15:41:51,748
umbrellas,15SEP15:15:41:51,534
umbrellas,15SEP15:15:41:51,970
pajamas,15SEP15:15:41:51,145
sweaters,15SEP15:15:41:51,327
belts,15SEP15:15:41:51,992
monograms,15SEP15:15:41:51,685
umbrellas,15SEP15:15:41:51,235
sweaters,15SEP15:15:41:51,619
monograms,15SEP15:15:41:51,385
umbrellas,15SEP15:15:41:51,437
blouses,15SEP15:15:41:51,903
sweaters,15SEP15:15:41:52,14
umbrellas,15SEP15:15:41:52,822
belts,15SEP15:15:41:52,316
sweaters,15SEP15:15:41:52,286
parkas,15SEP15:15:41:52,351
belts,15SEP15:15:41:52,509
pajamas,15SEP15:15:41:52,906
blouses,15SEP15:15:41:52,683
pajamas,15SEP15:15:41:52,635
sweaters,15SEP15:15:41:52,495
parkas,15SEP15:15:41:52,553
sweaters,15SEP15:15:41:52,530
sweaters,15SEP15:15:41:52,257
belts,15SEP15:15:41:52,553
parkas,15SEP15:15:41:53,694
sweaters,15SEP15:15:41:53,602
umbrellas,15SEP15:15:41:53,973
sweaters,15SEP15:15:41:53,335
monograms,15SEP15:15:41:53,528
blouses,15SEP15:15:41:53,870
sweaters,15SEP15:15:41:53,329
belts,15SEP15:15:41:53,329
sweaters,15SEP15:15:41:53,830
monograms,15SEP15:15:41:53,376
pajamas,15SEP15:15:41:53,496
sweaters,15SEP15:15:41:53,77
monograms,15SEP15:15:41:53,471
blouses,15SEP15:15:41:53,460
sweaters,15SEP15:15:41:53,660
sweaters,15SEP15:15:41:53,892
sweaters,15SEP15:15:41:53,829
umbrellas,15SEP15:15:41:54,768
sweaters,15SEP15:15:41:54,159
blouses,15SEP15:15:41:54,761
sweaters,15SEP15:15:41:54,182
monograms,15SEP15:15:41:54,482
pajamas,15SEP15:15:41:54,11
blouses,15SEP15:15:41:54,932
sweaters,15SEP15:15:41:54,561
blouses,15SEP15:15:41:54,586
sweaters,15SEP15:15:41:54,790
umbrellas,15SEP15:15:41:54,910
blouses,15SEP15:15:41:54,849
monograms,15SEP15:15:41:54,105
belts,15SEP15:15:41:54,840
monograms,15SEP15:15:41:55,246
monograms,15SEP15:15:41:55,856
pajamas,15SEP15:15:41:55,975
blouses,15SEP15:15:41:55,508
parkas,15SEP15:15:41:55,938
blouses,15SEP15:15:41:55,959
umbrellas,15SEP15:15:41:55,396
pajamas,15SEP15:15:41:55,722
sweaters,15SEP15:15:41:55,552
umbrellas,15SEP15:15:41:55,229
monograms,15SEP15:15:41:55,617
monograms,15SEP15:15:41:55,460
blouses,15SEP15:15:41:55,836
sweaters,15SEP15:15:41:55,582
belts,15SEP15:15:41:55,471
sweaters,15SEP15:15:41:55,588
parkas,15SEP15:15:41:55,660
belts,15SEP15:15:41:55,100
sweaters,15SEP15:15:41:55,95
umbrellas,15SEP15:15:41:55,833
blouses,15SEP15:15:41:55,964
sweaters,15SEP15:15:41:55,698
blouses,15SEP15:15:41:55,737
belts,15SEP15:15:41:55,646
sweaters,15SEP15:15:41:56,811
belts,15SEP15:15:41:56,863
sweaters,15SEP15:15:41:56,913
parkas,15SEP15:15:41:56,497
belts,15SEP15:15:41:56,734
sweaters,15SEP15:15:41:56,619
sweaters,15SEP15:15:41:56,436
parkas,15SEP15:15:41:56,759
pajamas,15SEP15:15:41:56,725
monograms,15SEP15:15:41:56,453
umbrellas,15SEP15:15:41:56,247
blouses,15SEP15:15:41:56,250
umbrellas,15SEP15:15:41:56,172
monograms,15SEP15:15:41:56,600
sweaters,15SEP15:15:41:56,3
sweaters,15SEP15:15:41:56,751
sweaters,15SEP15:15:41:56,48
pajamas,15SEP15:15:41:57,156
sweaters,15SEP15:15:41:57,628
blouses,15SEP15:15:41:57,744
sweaters,15SEP15:15:41:57,33
sweaters,15SEP15:15:41:57,616
umbrellas,15SEP15:15:41:57,786
parkas,15SEP15:15:41:57,697
sweaters,15SEP15:15:41:57,282
blouses,15SEP15:15:41:57,225
monograms,15SEP15:15:41:57,156
blouses,15SEP15:15:41:57,39
umbrellas,15SEP15:15:41:57,10
parkas,15SEP15:15:41:57,738
monograms,15SEP15:15:41:57,582
sweaters,15SEP15:15:41:57,728
parkas,15SEP15:15:41:58,48
blouses,15SEP15:15:41:58,849
blouses,15SEP15:15:41:58,509
blouses,15SEP15:15:41:58,728
belts,15SEP15:15:41:58,276
belts,15SEP15:15:41:58,27
umbrellas,15SEP15:15:41:58,398
sweaters,15SEP15:15:41:58,74
blouses,15SEP15:15:41:58,932
blouses,15SEP15:15:41:59,130
umbrellas,15SEP15:15:41:59,192
sweaters,15SEP15:15:41:59,857
parkas,15SEP15:15:41:59,767
blouses,15SEP15:15:41:59,834
monograms,15SEP15:15:41:59,267
sweaters,15SEP15:15:41:59,747
umbrellas,15SEP15:15:41:59,408
sweaters,15SEP15:15:41:59,51
blouses,15SEP15:15:41:59,96
sweaters,15SEP15:15:41:59,257
blouses,15SEP15:15:41:59,42
sweaters,15SEP15:15:41:59,599
monograms,15SEP15:15:41:59,471
sweaters,15SEP15:15:42:00,843
umbrellas,15SEP15:15:42:00,251
sweaters,15SEP15:15:42:00,540
blouses,15SEP15:15:42:00,437
sweaters,15SEP15:15:42:00,840
belts,15SEP15:15:42:00,439
blouses,15SEP15:15:42:00,576
pajamas,15SEP15:15:42:00,241
sweaters,15SEP15:15:42:00,729
sweaters,15SEP15:15:42:00,291
umbrellas,15SEP15:15:42:00,493
sweaters,15SEP15:15:42:00,909
blouses,15SEP15:15:42:00,166
sweaters,15SEP15:15:42:00,594
umbrellas,15SEP15:15:42:00,464
sweaters,15SEP15:15:42:00,129
sweaters,15SEP15:15:42:00,441
belts,15SEP15:15:42:00,103
monograms,15SEP15:15:42:00,78
blouses,15SEP15:15:42:00,135
sweaters,15SEP15:15:42:00,713
parkas,15SEP15:15:42:00,921
blouses,15SEP15:15:42:00,953
blouses,15SEP15:15:42:01,45
belts,15SEP15:15:42:01,150
monograms,15SEP15:15:42:01,551
sweaters,15SEP15:15:42:01,797
pajamas,15SEP15:15:42:01,154
parkas,15SEP15:15:42:01,632
monograms,15SEP15:15:42:01,431
umbrellas,15SEP15:15:42:01,687
blouses,15SEP15:15:42:01,279
monograms,15SEP15:15:42:02,957
parkas,15SEP15:15:42:02,163
parkas,15SEP15:15:42:02,965
sweaters,15SEP15:15:42:02,416
blouses,15SEP15:15:42:02,912
sweaters,15SEP15:15:42:02,81
sweaters,15SEP15:15:42:02,517
blouses,15SEP15:15:42:02,482
belts,15SEP15:15:42:02,415
sweaters,15SEP15:15:42:02,396
sweaters,15SEP15:15:42:02,474
monograms,15SEP15:15:42:02,903
sweaters,15SEP15:15:42:02,642
monograms,15SEP15:15:42:02,584
sweaters,15SEP15:15:42:03,182
sweaters,15SEP15:15:42:03,537
sweaters,15SEP15:15:42:03,435
pajamas,15SEP15:15:42:03,861
monograms,15SEP15:15:42:03,379
sweaters,15SEP15:15:42:03,615
parkas,15SEP15:15:42:03,469
blouses,15SEP15:15:42:03,30
belts,15SEP15:15:42:03,450
sweaters,15SEP15:15:42:03,325
pajamas,15SEP15:15:42:03,933
umbrellas,15SEP15:15:42:03,667
umbrellas,15SEP15:15:42:03,791
belts,15SEP15:15:42:04,69
monograms,15SEP15:15:42:04,443
monograms,15SEP15:15:42:04,191
sweaters,15SEP15:15:42:04,711
belts,15SEP15:15:42:04,279
sweaters,15SEP15:15:42:04,649
belts,15SEP15:15:42:04,596
monograms,15SEP15:15:42:04,378
pajamas,15SEP15:15:42:04,140
blouses,15SEP15:15:42:04,235
sweaters,15SEP15:15:42:04,168
monograms,15SEP15:15:42:05,444
monograms,15SEP15:15:42:05,345
umbrellas,15SEP15:15:42:05,461
sweaters,15SEP15:15:42:05,12
blouses,15SEP15:15:42:05,546
blouses,15SEP15:15:42:05,305
blouses,15SEP15:15:42:05,233
sweaters,15SEP15:15:42:05,12
belts,15SEP15:15:42:05,286
sweaters,15SEP15:15:42:05,349
pajamas,15SEP15:15:42:05,690
sweaters,15SEP15:15:42:05,86
pajamas,15SEP15:15:42:05,105
sweaters,15SEP15:15:42:06,523
belts,15SEP15:15:42:06,223
sweaters,15SEP15:15:42:06,303
sweaters,15SEP15:15:42:06,235
belts,15SEP15:15:42:06,164
pajamas,15SEP15:15:42:06,152
blouses,15SEP15:15:42:06,374
monograms,15SEP15:15:42:06,665
pajamas,15SEP15:15:42:06,545
blouses,15SEP15:15:42:06,262
blouses,15SEP15:15:42:06,336
sweaters,15SEP15:15:42:06,299
sweaters,15SEP15:15:42:06,744
blouses,15SEP15:15:42:06,922
parkas,15SEP15:15:42:07,207
blouses,15SEP15:15:42:07,750
monograms,15SEP15:15:42:07,346
sweaters,15SEP15:15:42:07,264
sweaters,15SEP15:15:42:07,112
pajamas,15SEP15:15:42:07,287
blouses,15SEP15:15:42:07,842
parkas,15SEP15:15:42:07,669
blouses,15SEP15:15:42:07,480
pajamas,15SEP15:15:42:07,939
sweaters,15SEP15:15:42:07,469
pajamas,15SEP15:15:42:07,203
pajamas,15SEP15:15:42:08,923
umbrellas,15SEP15:15:42:08,456
blouses,15SEP15:15:42:08,823
belts,15SEP15:15:42:08,883
monograms,15SEP15:15:42:08,184
belts,15SEP15:15:42:08,394
sweaters,15SEP15:15:42:08,756
sweaters,15SEP15:15:42:08,653
blouses,15SEP15:15:42:08,775
blouses,15SEP15:15:42:08,956
belts,15SEP15:15:42:08,60
belts,15SEP15:15:42:08,865
sweaters,15SEP15:15:42:08,4
parkas,15SEP15:15:42:09,289
sweaters,15SEP15:15:42:09,475
sweaters,15SEP15:15:42:09,362
parkas,15SEP15:15:42:09,389
blouses,15SEP15:15:42:09,894
blouses,15SEP15:15:42:09,43
belts,15SEP15:15:42:09,641
blouses,15SEP15:15:42:09,527
umbrellas,15SEP15:15:42:09,480
belts,15SEP15:15:42:09,566
umbrellas,15SEP15:15:42:09,761
sweaters,15SEP15:15:42:09,987
belts,15SEP15:15:42:09,294
blouses,15SEP15:15:42:09,664
umbrellas,15SEP15:15:42:09,884
blouses,15SEP15:15:42:10,101
blouses,15SEP15:15:42:10,880
monograms,15SEP15:15:42:10,409
pajamas,15SEP15:15:42:10,549
monograms,15SEP15:15:42:10,92
sweaters,15SEP15:15:42:10,6
monograms,15SEP15:15:42:10,975
sweaters,15SEP15:15:42:10,211
blouses,15SEP15:15:42:10,567
blouses,15SEP15:15:42:10,761
umbrellas,15SEP15:15:42:10,508
parkas,15SEP15:15:42:10,27
sweaters,15SEP15:15:42:10,325
sweaters,15SEP15:15:42:10,121
parkas,15SEP15:15:42:10,60
sweaters,15SEP15:15:42:10,676
monograms,15SEP15:15:42:10,57
sweaters,15SEP15:15:42:10,955
sweaters,15SEP15:15:42:11,563
sweaters,15SEP15:15:42:11,877
sweaters,15SEP15:15:42:11,588
sweaters,15SEP15:15:42:11,973
sweaters,15SEP15:15:42:11,762
blouses,15SEP15:15:42:11,670
belts,15SEP15:15:42:11,151
parkas,15SEP15:15:42:11,282
sweaters,15SEP15:15:42:11,743
belts,15SEP15:15:42:11,638
umbrellas,15SEP15:15:42:12,185
monograms,15SEP15:15:42:12,869
sweaters,15SEP15:15:42:12,437
pajamas,15SEP15:15:42:12,369
sweaters,15SEP15:15:42:12,14
umbrellas,15SEP15:15:42:12,366
blouses,15SEP15:15:42:12,505
monograms,15SEP15:15:42:12,255
umbrellas,15SEP15:15:42:12,65
belts,15SEP15:15:42:12,706
monograms,15SEP15:15:42:12,975
blouses,15SEP15:15:42:12,810
blouses,15SEP15:15:42:12,712
sweaters,15SEP15:15:42:12,760
sweaters,15SEP15:15:42:13,962
blouses,15SEP15:15:42:13,530
parkas,15SEP15:15:42:13,37
umbrellas,15SEP15:15:42:13,11
pajamas,15SEP15:15:42:13,671
blouses,15SEP15:15:42:13,436
sweaters,15SEP15:15:42:13,244
blouses,15SEP15:15:42:13,356
sweaters,15SEP15:15:42:13,294
sweaters,15SEP15:15:42:13,444
umbrellas,15SEP15:15:42:13,280
blouses,15SEP15:15:42:13,343
blouses,15SEP15:15:42:13,601
monograms,15SEP15:15:42:13,462
sweaters,15SEP15:15:42:13,958
blouses,15SEP15:15:42:13,147
monograms,15SEP15:15:42:13,234
blouses,15SEP15:15:42:13,207
parkas,15SEP15:15:42:13,410
monograms,15SEP15:15:42:13,644
blouses,15SEP15:15:42:14,333
umbrellas,15SEP15:15:42:14,617
blouses,15SEP15:15:42:14,767
belts,15SEP15:15:42:14,580
blouses,15SEP15:15:42:14,666
belts,15SEP15:15:42:14,91
sweaters,15SEP15:15:42:14,151
sweaters,15SEP15:15:42:14,443
parkas,15SEP15:15:42:14,571
sweaters,15SEP15:15:42:14,375
parkas,15SEP15:15:42:14,261
blouses,15SEP15:15:42:14,74
monograms,15SEP15:15:42:14,810
sweaters,15SEP15:15:42:14,43
monograms,15SEP15:15:42:14,75
sweaters,15SEP15:15:42:14,717
sweaters,15SEP15:15:42:14,879
sweaters,15SEP15:15:42:14,585
sweaters,15SEP15:15:42:14,52
blouses,15SEP15:15:42:14,131
parkas,15SEP15:15:42:14,910
parkas,15SEP15:15:42:14,50
monograms,15SEP15:15:42:14,696
blouses,15SEP15:15:42:15,454
belts,15SEP15:15:42:15,754
parkas,15SEP15:15:42:15,503
blouses,15SEP15:15:42:15,990
sweaters,15SEP15:15:42:15,645
umbrellas,15SEP15:15:42:15,816
sweaters,15SEP15:15:42:15,215
sweaters,15SEP15:15:42:15,756
monograms,15SEP15:15:42:15,679
blouses,15SEP15:15:42:15,182
blouses,15SEP15:15:42:15,164
pajamas,15SEP15:15:42:15,963
blouses,15SEP15:15:42:15,31
monograms,15SEP15:15:42:15,943
parkas,15SEP15:15:42:15,562
pajamas,15SEP15:15:42:15,773
belts,15SEP15:15:42:15,968
sweaters,15SEP15:15:42:16,413
pajamas,15SEP15:15:42:16,297
sweaters,15SEP15:15:42:16,124
blouses,15SEP15:15:42:16,349
belts,15SEP15:15:42:16,61
monograms,15SEP15:15:42:16,874
umbrellas,15SEP15:15:42:16,355
monograms,15SEP15:15:42:16,917
sweaters,15SEP15:15:42:16,249
sweaters,15SEP15:15:42:16,705
pajamas,15SEP15:15:42:16,453
belts,15SEP15:15:42:16,312
sweaters,15SEP15:15:42:16,90
belts,15SEP15:15:42:16,503
sweaters,15SEP15:15:42:16,937
sweaters,15SEP15:15:42:16,879
sweaters,15SEP15:15:42:16,798
monograms,15SEP15:15:42:16,201
sweaters,15SEP15:15:42:16,859
umbrellas,15SEP15:15:42:17,736
monograms,15SEP15:15:42:17,892
umbrellas,15SEP15:15:42:17,743
blouses,15SEP15:15:42:17,872
umbrellas,15SEP15:15:42:17,163
blouses,15SEP15:15:42:17,945
belts,15SEP15:15:42:17,658
blouses,15SEP15:15:42:17,214
blouses,15SEP15:15:42:17,621
parkas,15SEP15:15:42:17,167
umbrellas,15SEP15:15:42:17,990
belts,15SEP15:15:42:17,12
blouses,15SEP15:15:42:17,883
pajamas,15SEP15:15:42:17,474
sweaters,15SEP15:15:42:17,271
sweaters,15SEP15:15:42:17,223
parkas,15SEP15:15:42:17,435
parkas,15SEP15:15:42:17,359
umbrellas,15SEP15:15:42:17,323
sweaters,15SEP15:15:42:17,516
monograms,15SEP15:15:42:17,175
monograms,15SEP15:15:42:17,823
monograms,15SEP15:15:42:17,364
umbrellas,15SEP15:15:42:17,531
blouses,15SEP15:15:42:17,996
sweaters,15SEP15:15:42:17,726
umbrellas,15SEP15:15:42:17,945
parkas,15SEP15:15:42:17,817
blouses,15SEP15:15:42:18,240
belts,15SEP15:15:42:18,42
blouses,15SEP15:15:42:18,160
umbrellas,15SEP15:15:42:18,286
umbrellas,15SEP15:15:42:18,590
sweaters,15SEP15:15:42:18,324
belts,15SEP15:15:42:18,563
blouses,15SEP15:15:42:18,808
sweaters,15SEP15:15:42:18,565
monograms,15SEP15:15:42:18,226
blouses,15SEP15:15:42:18,697
parkas,15SEP15:15:42:18,365
sweaters,15SEP15:15:42:18,249
sweaters,15SEP15:15:42:19,957
sweaters,15SEP15:15:42:19,983
monograms,15SEP15:15:42:19,993
sweaters,15SEP15:15:42:19,810
belts,15SEP15:15:42:19,24
pajamas,15SEP15:15:42:19,140
belts,15SEP15:15:42:19,561
blouses,15SEP15:15:42:19,509
umbrellas,15SEP15:15:42:19,867
umbrellas,15SEP15:15:42:19,138
sweaters,15SEP15:15:42:19,109
umbrellas,15SEP15:15:42:19,440
pajamas,15SEP15:15:42:19,235
monograms,15SEP15:15:42:19,348
parkas,15SEP15:15:42:19,163
pajamas,15SEP15:15:42:19,801
sweaters,15SEP15:15:42:20,135
blouses,15SEP15:15:42:20,726
sweaters,15SEP15:15:42:20,658
blouses,15SEP15:15:42:20,578
sweaters,15SEP15:15:42:20,411
monograms,15SEP15:15:42:20,312
blouses,15SEP15:15:42:20,748
sweaters,15SEP15:15:42:20,547
sweaters,15SEP15:15:42:20,439
umbrellas,15SEP15:15:42:20,255
sweaters,15SEP15:15:42:20,109
blouses,15SEP15:15:42:20,767
pajamas,15SEP15:15:42:20,103
monograms,15SEP15:15:42:20,758
parkas,15SEP15:15:42:20,576
pajamas,15SEP15:15:42:20,481
sweaters,15SEP15:15:42:20,326
umbrellas,15SEP15:15:42:20,446
parkas,15SEP15:15:42:20,728
monograms,15SEP15:15:42:21,803
parkas,15SEP15:15:42:21,490
pajamas,15SEP15:15:42:21,825
umbrellas,15SEP15:15:42:21,777
blouses,15SEP15:15:42:21,803
blouses,15SEP15:15:42:21,247
sweaters,15SEP15:15:42:21,188
sweaters,15SEP15:15:42:21,591
sweaters,15SEP15:15:42:21,22
sweaters,15SEP15:15:42:21,904
blouses,15SEP15:15:42:21,349
sweaters,15SEP15:15:42:21,486
pajamas,15SEP15:15:42:21,732
sweaters,15SEP15:15:42:21,717
belts,15SEP15:15:42:21,329
sweaters,15SEP15:15:42:21,368
sweaters,15SEP15:15:42:21,35
sweaters,15SEP15:15:42:21,8
pajamas,15SEP15:15:42:21,790
sweaters,15SEP15:15:42:21,895
umbrellas,15SEP15:15:42:21,656
sweaters,15SEP15:15:42:21,453
blouses,15SEP15:15:42:21,288
umbrellas,15SEP15:15:42:21,772
sweaters,15SEP15:15:42:22,267
umbrellas,15SEP15:15:42:22,202
sweaters,15SEP15:15:42:22,61
sweaters,15SEP15:15:42:22,634
parkas,15SEP15:15:42:22,862
parkas,15SEP15:15:42:22,863
sweaters,15SEP15:15:42:22,671
sweaters,15SEP15:15:42:22,369
blouses,15SEP15:15:42:22,689
parkas,15SEP15:15:42:22,906
sweaters,15SEP15:15:42:22,942
blouses,15SEP15:15:42:22,128
parkas,15SEP15:15:42:22,763
monograms,15SEP15:15:42:22,398
blouses,15SEP15:15:42:22,99
blouses,15SEP15:15:42:22,934
blouses,15SEP15:15:42:22,289
blouses,15SEP15:15:42:22,422
parkas,15SEP15:15:42:22,686
umbrellas,15SEP15:15:42:22,261
umbrellas,15SEP15:15:42:22,665
sweaters,15SEP15:15:42:22,165
umbrellas,15SEP15:15:42:22,30
blouses,15SEP15:15:42:23,278
monograms,15SEP15:15:42:23,276
pajamas,15SEP15:15:42:23,412
pajamas,15SEP15:15:42:23,683
monograms,15SEP15:15:42:23,206
pajamas,15SEP15:15:42:23,712
monograms,15SEP15:15:42:23,858
blouses,15SEP15:15:42:23,883
sweaters,15SEP15:15:42:23,583
blouses,15SEP15:15:42:23,620
belts,15SEP15:15:42:23,509
blouses,15SEP15:15:42:23,555
pajamas,15SEP15:15:42:23,263
sweaters,15SEP15:15:42:23,211
sweaters,15SEP15:15:42:23,539
umbrellas,15SEP15:15:42:23,648
monograms,15SEP15:15:42:23,728
pajamas,15SEP15:15:42:24,640
sweaters,15SEP15:15:42:24,104
blouses,15SEP15:15:42:24,582
sweaters,15SEP15:15:42:24,107
sweaters,15SEP15:15:42:24,939
umbrellas,15SEP15:15:42:24,818
blouses,15SEP15:15:42:24,696
